event_id,match_id,event_minute,event_type,event_comment
11,612e8d86,29',Attempt Saved,Attempt saved. Guilherme Santos's (Houston Dynamo FC) with right footed shot from the center of the box with an xG of 9% is saved by Andrew Thomas.
10,612e8d86,26',Foul,"Felipe Andrade (Houston Dynamo FC) wins a free kick, after being fouled by Paul Rothrock (Seattle Sounders FC)."
9,612e8d86,20',Attempt Saved,Attempt saved. Jesús Ferreira's (Seattle Sounders FC) with right footed shot from the center of the box with an xG of 4% is saved by Jonathan Bond.
8,612e8d86,14',Corner,"Corner from the right, (Seattle Sounders FC). Executed by Jesús Ferreira."
7,612e8d86,12',Foul,"Diadié Samassékou (Houston Dynamo FC) wins a free kick, after being fouled by Snyder Brunell (Seattle Sounders FC)."
6,612e8d86,10',Corner,"Corner from the right, (Houston Dynamo FC). Executed by Guilherme Santos."
5,612e8d86,9',Attempt Saved,Attempt blocked. Mateusz Bogusz's (Houston Dynamo FC) with right footed shot from the center of the box with an xG of 34% is blocked by Nouhou Tolo.
4,612e8d86,9',Attempt Missed,Ezequiel Ponce (Houston Dynamo FC) with right footed shot from the center of the box with an xG of 12%.
3,612e8d86,8',Foul,"Kalani Kossa-Rienzi (Seattle Sounders FC) wins a free kick, after being fouled by Agustín Bouzat (Houston Dynamo FC)."
2,612e8d86,4',Attempt Missed,Attempt missed. Agustín Bouzat's (Houston Dynamo FC) with left footed shot from the central position outside the box with an xG of 6% misses to the right.
1,612e8d86,2',Foul,"Felipe Andrade (Houston Dynamo FC) wins a free kick, after being fouled by Paul Rothrock (Seattle Sounders FC)."
73,7ba182f9,90'+4,Post,Jesus Barea (Real Salt Lake) hits the left post from the center of the box with an xG of 8%.
72,7ba182f9,90'+2,Substitution,"Substitution: Z. Gozo out, J. Barea in"
71,7ba182f9,90',Offside,"Offside, Sporting Kansas City. Dejan Joveljić is caught offside."
70,7ba182f9,88',Yellow Card,Morgan Guilavogui (Real Salt Lake) is shown the yellow card
69,7ba182f9,88',Foul,"Jake Davis (Sporting Kansas City) wins a free kick, after being fouled by Morgan Guilavogui (Real Salt Lake)."
68,7ba182f9,88',Foul,"Jacob Bartlett (Sporting Kansas City) wins a free kick, after being fouled by Dominik Marczuk (Real Salt Lake)."
67,7ba182f9,84',Foul,"Manu García (Sporting Kansas City) wins a free kick, after being fouled by Zavier Gozo (Real Salt Lake)."
66,7ba182f9,84',Substitution,"Substitution: D. Luna out, D. Marczuk in"
65,7ba182f9,84',Substitution,"Substitution: S. Spierings out, G. Dillon in"
64,7ba182f9,82',Goal,"Goal! 3:1. Zavier Gozo (Real Salt Lake) scored with right footed shot from the right side of the box with an xG of 5% to the middle left zone. Assisted by Noel Caliskan, second assist by Stijn Spierings."
63,7ba182f9,82',Attempt Saved,Attempt blocked. Victor Olatunji's (Real Salt Lake) with right footed shot from the right side of the box with an xG of 11% is blocked by Jansen Miller.
62,7ba182f9,81',Corner,"Corner from the left, (Sporting Kansas City). Executed by Lasse Johnsen."
61,7ba182f9,77',Foul,"Manu García (Sporting Kansas City) wins a free kick, after being fouled by Victor Olatunji (Real Salt Lake)."
60,7ba182f9,76',Attempt Missed,Attempt missed. Noel Caliskan's (Real Salt Lake) with left footed shot from the left half-space outside the box with an xG of 2% goes over.
59,7ba182f9,74',Substitution,"Substitution: C. Harris out, S. Afrifa in"
58,7ba182f9,72',Offside,"Offside, Real Salt Lake. Victor Olatunji is caught offside."
57,7ba182f9,72',Substitution,"Substitution: S. Solans out, V. Olatunji in"
56,7ba182f9,72',Substitution,"Substitution: A. Katranis out, S. Junqua in"
55,7ba182f9,71',Foul,"Sergi Solans (Real Salt Lake) wins a free kick, after being fouled by Jansen Miller (Sporting Kansas City)."
54,7ba182f9,71',Foul,"Justen Glad (Real Salt Lake) wins a free kick, after being fouled by Dejan Joveljić (Sporting Kansas City)."
53,7ba182f9,69',Attempt Missed,Attempt missed. Diego Luna's (Real Salt Lake) with left footed shot from the left side of the box with an xG of 8% misses to the right.
52,7ba182f9,69',Attempt Saved,Attempt saved. Manu García's (Sporting Kansas City) with right footed shot from the right half-space outside the box with an xG of 4% is saved by Rafael Cabral.
51,7ba182f9,67',Attempt Saved,Attempt saved. Stijn Spierings's (Real Salt Lake) with header from the center of the box with an xG of 19% is saved by John Pulskamp.
50,7ba182f9,67',Attempt Saved,Attempt blocked. Noel Caliskan's (Real Salt Lake) with left footed shot from the left side of the box with an xG of 5% is blocked by Shapi Suleymanov.
49,7ba182f9,67',Corner,"Corner from the left, (Real Salt Lake). Executed by Diego Luna."
48,7ba182f9,64',Substitution,"Substitution: I. James out, Z. Bassong in"
47,7ba182f9,64',Substitution,"Substitution: J. Reynolds out, J. Bartlett in"
46,7ba182f9,64',Corner,"Corner from the right, (Real Salt Lake). Executed by Diego Luna."
45,7ba182f9,63',Attempt Saved,Attempt blocked. Zavier Gozo's (Real Salt Lake) with right footed shot from the central position outside the box with an xG of 3% is blocked by Lasse Johnsen.
44,7ba182f9,62',Foul,"Diego Luna (Real Salt Lake) wins a free kick, after being fouled by Jake Davis (Sporting Kansas City)."
43,7ba182f9,60',Foul,"Sergi Solans (Real Salt Lake) wins a free kick, after being fouled by Jansen Miller (Sporting Kansas City)."
42,7ba182f9,59',Goal,"Goal! 2:1. Dejan Joveljić (Sporting Kansas City) scored with left footed shot from the center of the box with an xG of 9% to the middle left zone. Assisted by Justin Reynolds, second assist by Jake Davis."
41,7ba182f9,57',Foul,"Zavier Gozo (Real Salt Lake) wins a free kick, after being fouled by Diego Borges (Sporting Kansas City)."
40,7ba182f9,55',Corner,"Goal! 2:0. Sergi Solans (Real Salt Lake) scored with right footed shot from the center of the box with an xG of 33% to the bottom left corner. Assisted by Zavier Gozo, second assist by Morgan Guilavogui."
39,7ba182f9,54',Foul,Foul by Sergi Solans (Real Salt Lake).
38,7ba182f9,53',Corner,"Corner from the left, (Real Salt Lake). Executed by Diego Luna."
37,7ba182f9,52',Attempt Saved,Attempt blocked. Sergi Solans's (Real Salt Lake) with right footed shot from the center of the box with an xG of 12% is blocked by Jansen Miller.
36,7ba182f9,50',Attempt Missed,Attempt missed. Justin Reynolds's (Sporting Kansas City) with right footed shot from the center of the box with an xG of 23% misses to the left.
35,7ba182f9,49',Foul,"Jansen Miller (Sporting Kansas City) wins a free kick, after being fouled by Morgan Guilavogui (Real Salt Lake)."
34,7ba182f9,47',Foul,"Calvin Harris (Sporting Kansas City) wins a free kick, after being fouled by Stijn Spierings (Real Salt Lake)."
33,7ba182f9,HT,Substitution,"Substitution: E. Bartlow out, D. Borges in"
32,7ba182f9,44',Attempt Saved,Attempt saved. Sergi Solans's (Real Salt Lake) with right footed shot from the center of the box with an xG of 45% is saved by John Pulskamp.
31,7ba182f9,42',Foul,"Justin Reynolds (Sporting Kansas City) wins a free kick, after being fouled by Alexandros Katranis (Real Salt Lake)."
30,7ba182f9,41',Post,Sergi Solans (Real Salt Lake) hits the cross bar from the center of the box with an xG of 12%.
29,7ba182f9,40',Foul,"Sergi Solans (Real Salt Lake) wins a free kick, after being fouled by Ethan Bartlow (Sporting Kansas City)."
28,7ba182f9,39',Foul,"Justin Reynolds (Sporting Kansas City) wins a free kick, after being fouled by Stijn Spierings (Real Salt Lake)."
27,7ba182f9,37',Attempt Missed,Justen Glad (Real Salt Lake) with header from the center of the box with an xG of 6%.
26,7ba182f9,37',Offside,"Offside, Real Salt Lake. Lukas Engel is caught offside."
25,7ba182f9,36',Foul,"Stijn Spierings (Real Salt Lake) wins a free kick, after being fouled by Jake Davis (Sporting Kansas City)."
24,7ba182f9,35',Foul,"Dejan Joveljić (Sporting Kansas City) wins a free kick, after being fouled by Justen Glad (Real Salt Lake)."
23,7ba182f9,32',Foul,"Zavier Gozo (Real Salt Lake) wins a free kick, after being fouled by Shapi Suleymanov (Sporting Kansas City)."
22,7ba182f9,30',Foul,"Stijn Spierings (Real Salt Lake) wins a free kick, after being fouled by Manu García (Sporting Kansas City)."
21,7ba182f9,26',Corner,"Corner from the left, (Real Salt Lake). Executed by Diego Luna."
20,7ba182f9,25',Attempt Saved,Attempt blocked. Morgan Guilavogui's (Real Salt Lake) with right footed shot from the central position outside the box with an xG of 8% is blocked by Ethan Bartlow.
19,7ba182f9,24',Foul,"Jansen Miller (Sporting Kansas City) wins a free kick, after being fouled by Zavier Gozo (Real Salt Lake)."
18,7ba182f9,22',Foul,"Calvin Harris (Sporting Kansas City) wins a free kick, after being fouled by Stijn Spierings (Real Salt Lake)."
17,7ba182f9,22',Attempt Saved,Attempt blocked. Stijn Spierings's (Real Salt Lake) with right footed shot from the central position outside the box with an xG of 3% is blocked by Lasse Johnsen.
16,7ba182f9,22',Post,Sergi Solans (Real Salt Lake) hits the cross bar from the center of the box with an xG of 33%.
15,7ba182f9,21',Corner,"Corner from the right, (Real Salt Lake). Executed by Diego Luna."
14,7ba182f9,19',Attempt Saved,Attempt saved. Zavier Gozo's (Real Salt Lake) with right footed shot from the right side of the box with an xG of 9% is saved by John Pulskamp.
13,7ba182f9,18',Foul,"Sergi Solans (Real Salt Lake) wins a free kick, after being fouled by Jansen Miller (Sporting Kansas City)."
12,7ba182f9,17',Attempt Saved,Attempt saved. Calvin Harris's (Sporting Kansas City) with right footed shot from the center of the box with an xG of 11% is saved by Rafael Cabral.
11,7ba182f9,16',Foul,"Ethan Bartlow (Sporting Kansas City) wins a free kick, after being fouled by Zavier Gozo (Real Salt Lake)."
10,7ba182f9,15',Foul,"Dejan Joveljić (Sporting Kansas City) wins a free kick, after being fouled by Justen Glad (Real Salt Lake)."
9,7ba182f9,15',Attempt Missed,Attempt missed. Diego Luna's (Real Salt Lake) with right footed shot from the left half-space outside the box with an xG of 4% misses to the right.
8,7ba182f9,12',Attempt Saved,Attempt saved. Alexandros Katranis's (Real Salt Lake) with left footed shot from the left half-space outside the box with an xG of 7% is saved by John Pulskamp.
7,7ba182f9,11',Attempt Missed,Attempt missed. Calvin Harris's (Sporting Kansas City) with left footed shot from the left wing with an xG of 2% goes over.
6,7ba182f9,10',Attempt Missed,Attempt missed. Zavier Gozo's (Real Salt Lake) with left footed shot from the central position outside the box with an xG of 5% goes over to the left.
5,7ba182f9,8',Attempt Missed,Attempt missed. Philip Quinton's (Real Salt Lake) with header from the center of the box with an xG of 12% goes over.
4,7ba182f9,8',Corner,"Corner from the left, (Real Salt Lake). Executed by Diego Luna."
3,7ba182f9,6',Foul,"Justin Reynolds (Sporting Kansas City) wins a free kick, after being fouled by Morgan Guilavogui (Real Salt Lake)."
2,7ba182f9,4',Corner,"Goal! 1:0. Diego Luna (Real Salt Lake) scored with left footed shot from the central position outside the box with an xG of 5% to the bottom right corner. Assisted by Noel Caliskan, second assist by Zavier Gozo."
1,7ba182f9,2',Foul,"Stijn Spierings (Real Salt Lake) wins a free kick, after being fouled by Lasse Johnsen (Sporting Kansas City)."
71,91632e9e,90'+8,Foul,"Hannes Wolf (New York City Football Club) wins a free kick, after being fouled by Conrad Wallem (St. Louis CITY SC)."
70,91632e9e,90'+6,Corner,"Goal! 1:1. Brendan McSorley (St. Louis CITY SC) scored with header from the center of the box with an xG of 11% to the bottom left corner. Assisted by Lukas MacNaughton, second assist by Conrad Wallem."
69,91632e9e,90'+5,Attempt Saved,Attempt saved. Nicolás Fernández's (New York City Football Club) with right footed shot from the center of the box with an xG of 18% is saved by Roman Bürki.
68,91632e9e,90'+4,Attempt Missed,Attempt missed. Maxi Moralez's (New York City Football Club) with right footed shot from the right side of the box with an xG of 6% goes over to the right.
67,91632e9e,90'+3,Attempt Missed,Attempt missed. Dante Polvara's (St. Louis CITY SC) with right footed shot from the center of the box with an xG of 25% goes over.
66,91632e9e,90'+2,Foul,"Marcel Hartel (St. Louis CITY SC) wins a free kick, after being fouled by Kai Trewin (New York City Football Club)."
65,91632e9e,90',Attempt Saved,Attempt saved. Talles Magno's (New York City Football Club) with right footed shot from the right side of the box with an xG of 7% is saved by Roman Bürki.
64,91632e9e,89',Attempt Missed,Attempt missed. Talles Magno's (New York City Football Club) with left footed shot from the left side of the box with an xG of 11% misses to the right.
63,91632e9e,88',Attempt Missed,Attempt missed. Nicolás Fernández's (New York City Football Club) with left footed shot from the left half-space outside the box with an xG of 2% goes over to the left.
62,91632e9e,88',Substitution,"Substitution: A. O'Neill out, N. Cavallo in"
61,91632e9e,88',Substitution,"Substitution: A. Ojeda out, T. Magno in"
60,91632e9e,87',Attempt Saved,Attempt blocked. Dante Polvara's (St. Louis CITY SC) with right footed shot from the center of the box with an xG of 12% is blocked by Jonathan Shore.
59,91632e9e,84',Offside,"Offside, St. Louis CITY SC. Mykhi Joyner is caught offside."
58,91632e9e,82',Attempt Missed,Attempt missed. Cedric Teuchert's (St. Louis CITY SC) with right footed shot from the central position outside the box with an xG of 7% misses to the left.
57,91632e9e,80',Substitution,"Substitution: S. Becher out, B. McSorley in"
56,91632e9e,79',Substitution,"Substitution: R. Santos out, M. Joyner in"
55,91632e9e,79',Corner,"Corner from the right, (St. Louis CITY SC). Executed by Marcel Hartel."
54,91632e9e,78',Attempt Saved,Attempt blocked. Simon Becher's (St. Louis CITY SC) with right footed shot from the right side of the box with an xG of 8% is blocked by Thiago Martins.
53,91632e9e,75',Substitution,"Substitution: T. Gray out, R. Gustavo in"
52,91632e9e,75',Substitution,"Substitution: K. Parks out, J. Shore in"
51,91632e9e,75',Foul,"Maxi Moralez (New York City Football Club) wins a free kick, after being fouled by Lukas MacNaughton (St. Louis CITY SC)."
50,91632e9e,73',Foul,"Tayvon Gray (New York City Football Club) wins a free kick, after being fouled by Marcel Hartel (St. Louis CITY SC)."
49,91632e9e,73',Foul,"Nicolás Fernández (New York City Football Club) wins a free kick, after being fouled by Marcel Hartel (St. Louis CITY SC)."
48,91632e9e,71',Substitution,"Substitution: D. Edelman out, L. MacNaughton in"
47,91632e9e,71',Substitution,"Substitution: S. Córdova out, C. Teuchert in"
46,91632e9e,68',Attempt Missed,Attempt missed. Marcel Hartel's (St. Louis CITY SC) with left footed shot from the left side of the box with an xG of 8% goes over.
