stat_name,home_value,away_value,category,tip_id,home_possession,home_advantage,away_possession,away_advantage,match_id,date,home_team,away_team
,,,possession,bar_7,Home Possession: 49.67%,Home Advantage: N/A,Away Possession: 50.33%,Away Advantage: 0.66%,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_8,Home Possession: 52.84%,Home Advantage: 5.68%,Away Possession: 47.16%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_0,Home Possession: 51.16%,Home Advantage: 2.32%,Away Possession: 48.84%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_1,Home Possession: 68.75%,Home Advantage: 37.5%,Away Possession: 31.25%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_2,Home Possession: 33.05%,Home Advantage: N/A,Away Possession: 66.95%,Away Advantage: 33.9%,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_3,Home Possession: 86.82%,Home Advantage: 73.64%,Away Possession: 13.18%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_4,Home Possession: 49.57%,Home Advantage: N/A,Away Possession: 50.43%,Away Advantage: 0.86%,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_5,Home Possession: 49.72%,Home Advantage: N/A,Away Possession: 50.28%,Away Advantage: 0.56%,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_6,Home Possession: 38.84%,Home Advantage: N/A,Away Possession: 61.16%,Away Advantage: 22.32%,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_7,Home Possession: 56.49%,Home Advantage: 12.98%,Away Possession: 43.51%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2_8,Home Possession: 65.09%,Home Advantage: 30.18%,Away Possession: 34.91%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
Total Team XG,3,2,xg,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Shots,18,10,xg,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Shots On Target,7,6,xg,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Possession %,66.6,33.4,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Shots,16,10,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Shots on Target,5,7,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Blocked Shots,6,1,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Total Passes,607,298,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Passing Accuracy %,89.8,80.5,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Corners,5,3,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Total Crosses,11,4,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Offsides,2,4,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Aerial Duels Won,11,11,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Expected Goals,2.4,2.4,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Goalkeeper Saves,5,2,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Clearances,5,8,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Fouls,13,7,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Yellow Cards,6,1,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Red Cards,0,0,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Overall %,89.8,80.5,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Open Play Pass %,89.6,80.2,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Set Piece Cross %,50,25,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Open Play Cross %,36.4,0,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Goals,3,2,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
On Target,5,7,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Off Target,13,8,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Blocked,6,1,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Goals Conceded,2,3,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Shots Against,16,10,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Clean Sheets,0,0,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
XG Conceded,2.4,2.4,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Interceptions,1,0,general,,,,,,4599bff3,2024-10-19,Austin,Colorado
Goals,3,2,shooting,,,,,,4599bff3,2024-10-19,Austin,Colorado
On Target,5,7,shooting,,,,,,4599bff3,2024-10-19,Austin,Colorado
Off Target,5,1,shooting,,,,,,4599bff3,2024-10-19,Austin,Colorado
Blocked,6,1,shooting,,,,,,4599bff3,2024-10-19,Austin,Colorado
Overall %,89.8,80.5,passing,,,,,,4599bff3,2024-10-19,Austin,Colorado
Open Play Pass %,89.6,80.2,passing,,,,,,4599bff3,2024-10-19,Austin,Colorado
Set Piece Cross %,50,25,passing,,,,,,4599bff3,2024-10-19,Austin,Colorado
Open Play Cross %,36.4,0,passing,,,,,,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_0,Home Possession: 43.56%,Home Advantage: N/A,Away Possession: 56.44%,Away Advantage: 12.88%,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_1,Home Possession: 54.18%,Home Advantage: 8.36%,Away Possession: 45.82%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2,Home Possession: 76.67%,Home Advantage: 53.34%,Away Possession: 23.33%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_3,Home Possession: 61.54%,Home Advantage: 23.08%,Away Possession: 38.46%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_4,Home Possession: 72.63%,Home Advantage: 45.26%,Away Possession: 27.37%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_5,Home Possession: 77.2%,Home Advantage: 54.4%,Away Possession: 22.8%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_6,Home Possession: 87.55%,Home Advantage: 75.1%,Away Possession: 12.45%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_7,Home Possession: 60.21%,Home Advantage: 20.42%,Away Possession: 39.79%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_8,Home Possession: 83.16%,Home Advantage: 66.32%,Away Possession: 16.84%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_0,Home Possession: 54.66%,Home Advantage: 9.32%,Away Possession: 45.34%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_1,Home Possession: 61.43%,Home Advantage: 22.86%,Away Possession: 38.57%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_2,Home Possession: 66.25%,Home Advantage: 32.5%,Away Possession: 33.75%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_3,Home Possession: 52.47%,Home Advantage: 4.94%,Away Possession: 47.53%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_4,Home Possession: 39.94%,Home Advantage: N/A,Away Possession: 60.06%,Away Advantage: 20.12%,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_5,Home Possession: 81.34%,Home Advantage: 62.68%,Away Possession: 18.66%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_6,Home Possession: 58.81%,Home Advantage: 17.62%,Away Possession: 41.19%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_7,Home Possession: 83.63%,Home Advantage: 67.26%,Away Possession: 16.37%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
,,,possession,bar_2_8,Home Possession: 74.06%,Home Advantage: 48.12%,Away Possession: 25.94%,Away Advantage: N/A,4599bff3,2024-10-19,Austin,Colorado
Total Team XG,2.4,2.4,xg,,,,,,4599bff3,2024-10-19,Austin,Colorado
Shots,16,10,xg,,,,,,4599bff3,2024-10-19,Austin,Colorado
Shots On Target,5,7,xg,,,,,,4599bff3,2024-10-19,Austin,Colorado
